TRANS,DATE,TIME,X_Estimate,Y_Estimate
30,3-Feb-04,08:45:00 AM,344232.5109,75398.6857
30,3-Feb-04,09:00:00 AM,344161.8960,75562.9144
30,4-Feb-04,06:15:00 AM,344000.2961,75867.3973
30,4-Feb-04,06:30:00 AM,344305.5094,75800.0610
30,4-Feb-04,06:45:00 AM,344570.4071,76458.8529
30,5-Feb-04,06:15:00 AM,344224.3999,75416.0687
30,5-Feb-04,06:30:00 AM,344332.1990,75586.8392
30,5-Feb-04,06:45:00 AM,344320.5744,75566.4315
30,5-Feb-04,07:00:00 AM,344240.6971,75466.1673
30,5-Feb-04,07:15:00 AM,344181.1377,75456.3194
30,5-Feb-04,07:30:00 AM,344161.1437,75340.8288
30,5-Feb-04,07:45:00 AM,343935.9632,75385.9894
30,5-Feb-04,08:00:00 AM,344263.6356,75507.5763
30,5-Feb-04,08:15:00 AM,344260.4412,75500.7822
30,5-Mar-04,06:15:00 AM,344278.9244,73540.7271
30,5-Mar-04,06:30:00 AM,344014.9427,75147.7768
30,6-Mar-04,06:15:00 AM,344011.6017,75157.3379
30,6-Mar-04,07:15:00 AM,343902.1259,75451.9972
30,6-Mar-04,07:45:00 AM,343934.5100,75385.6000
30,6-Mar-04,08:00:00 AM,343930.3121,75425.5400
30,6-Mar-04,08:30:00 AM,343973.2463,75498.0984
30,6-Mar-04,08:45:00 AM,343988.1050,75505.9764
30,8-Mar-04,06:15:00 AM,343989.1240,76080.9909
30,8-Mar-04,06:45:00 AM,344121.2315,76170.6732
30,8-Mar-04,07:00:00 AM,343972.4255,76041.4507
30,8-Mar-04,07:15:00 AM,344067.4762,76433.6251
30,8-Mar-04,07:30:00 AM,343971.9613,76156.9520
30,8-Mar-04,07:45:00 AM,343958.8141,76104.8240
30,8-Mar-04,08:00:00 AM,344022.7497,76153.6305
30,8-Mar-04,08:15:00 AM,343988.2761,76023.0114
30,9-Mar-04,06:15:00 AM,343996.7550,74924.7679
30,9-Mar-04,06:30:00 AM,343470.8997,74902.7003
30,9-Mar-04,06:45:00 AM,344036.7539,74945.6630
30,9-Mar-04,07:00:00 AM,344155.9172,74476.5514
30,9-Mar-04,07:15:00 AM,344184.7885,75174.1915
30,9-Mar-04,07:30:00 AM,344136.6610,75296.0565
30,9-Mar-04,07:45:00 AM,344187.2223,75299.4095
30,9-Mar-04,08:00:00 AM,344131.8239,75321.0063
30,9-Mar-04,08:15:00 AM,344061.0238,75332.7539
21,17-Mar-04,06:30:00 AM,372679.4145,69942.7590
21,18-Mar-04,06:30:00 AM,372732.1318,70319.4579
21,20-Mar-04,06:15:00 AM,372166.7557,71606.5743
21,22-Mar-04,06:15:00 AM,372922.5966,71021.3414
21,23-Mar-04,06:15:00 AM,372843.7013,70720.9790
21,24-Mar-04,06:30:00 AM,372505.7706,71133.8494
21,30-Mar-04,07:00:00 AM,372238.2646,71623.9113
21,1-Apr-04,06:15:00 AM,372917.3646,71148.4802
21,5-Apr-04,06:15:00 AM,372946.0374,71064.2501
21,7-Apr-04,06:15:00 AM,372961.1482,70865.9155
21,9-Apr-04,06:15:00 AM,372757.2276,70820.9885
21,17-Apr-04,06:15:00 AM,372926.4645,71032.0171
21,18-Apr-04,06:15:00 AM,373083.5027,70896.6296
21,30-Apr-04,06:15:00 AM,373201.4795,70750.6057
9,24-Dec-03,06:45:00 AM,372497.8200,70513.9100
9,31-Dec-03,07:45:00 AM,372456.6433,70189.8341
9,4-Jan-04,06:15:00 AM,372470.5280,70519.2181
9,14-Jan-04,06:15:00 AM,372457.2447,70406.0448
9,16-Jan-04,06:15:00 AM,372409.5496,70260.9753
9,26-Jan-04,06:15:00 AM,372389.7323,70314.7062
9,29-Jan-04,06:15:00 AM,373185.7977,70954.0605
9,30-Jan-04,06:15:00 AM,372520.0584,70181.6902
84,6-Jul-01,2:40:00 PM,372459,69575.71
84,6-Jul-01,3:40:00 PM,372333,69611.99
84,6-Jul-01,4:10:00 PM,371774,69772.17
84,10-Jul-01,8:10:00 AM,372638,69691.37
84,10-Jul-01,8:40:00 AM,371921,69729.98
84,10-Jul-01,9:10:00 AM,370746,70080.3
84,10-Jul-01,11:10:00 AM,374114,69579.28
84,12-Jul-01,8:10:00 AM,371330,69789.35
84,12-Jul-01,8:40:00 AM,372770,69207.4
84,12-Jul-01,9:10:00 AM,372770,69207.4
84,12-Jul-01,9:40:00 AM,372799,68778.53
84,12-Jul-01,10:10:00 AM,373729,68682.67
84,12-Jul-01,11:10:00 AM,372644,69069.65
84,12-Jul-01,11:40:00 AM,372109,69403.61
84,12-Jul-01,12:40:00 PM,372552,69382.34
84,14-Jul-01,7:10:00 AM,372388,69520.05
84,14-Jul-01,7:40:00 AM,370885,70054.8
84,14-Jul-01,8:10:00 AM,373218,69516.11
84,14-Jul-01,8:40:00 AM,373211,68540.27
84,14-Jul-01,9:10:00 AM,371941,69478.62
84,14-Jul-01,9:40:00 AM,372800,69568.21
84,14-Jul-01,11:10:00 AM,372384,69745.28
84,21-Jul-01,2:10:00 PM,372354,69962.65
84,21-Jul-01,3:10:00 PM,372360,69892.28
84,21-Jul-01,4:10:00 PM,372382,69817.91
84,23-Jul-01,3:10:00 PM,372798,69916.05
84,23-Jul-01,3:40:00 PM,372939,69901.24
84,23-Jul-01,4:10:00 PM,374667,69259.99
84,23-Jul-01,5:10:00 PM,373562,69552.57
84,25-Jul-01,2:50:00 PM,372272,69971.27
84,25-Jul-01,3:10:00 PM,372154,70014.75
84,25-Jul-01,3:40:00 PM,372510,70169.12
84,25-Jul-01,5:10:00 PM,372027,69850.95
84,25-Jul-01,5:40:00 PM,372007,69795.86
84,25-Jul-01,6:00:00 PM,371860,69883.38
84,30-Jul-01,7:10:00 AM,372376,69783.03
84,30-Jul-01,7:40:00 AM,372660,69727.93
84,30-Jul-01,8:10:00 AM,372515,69870.49
84,30-Jul-01,8:40:00 AM,372459,69878.36
84,30-Jul-01,9:10:00 AM,373064,69600.75
84,30-Jul-01,9:40:00 AM,372820,69563.19
84,30-Jul-01,10:10:00 AM,372522,69677.01
84,30-Jul-01,11:10:00 AM,371819,69865.39
84,1-Aug-01,3:10:00 PM,372822,69283.82
84,1-Aug-01,3:40:00 PM,372784,69344.72
84,1-Aug-01,4:40:00 PM,372727,69409.67
84,2-Aug-01,8:40:00 AM,372492,69644.96
84,2-Aug-01,9:10:00 AM,372894,69727.63
84,2-Aug-01,9:40:00 AM,372117,69673.78
84,2-Aug-01,10:10:00 AM,371923,69671.13
84,2-Aug-01,10:40:00 AM,372432,69659.88
84,2-Aug-01,11:10:00 AM,373050,69747.79
84,4-Aug-01,3:10:00 PM,371385,69975.67
84,4-Aug-01,3:40:00 PM,370940,70011.34
84,4-Aug-01,4:10:00 PM,370965,69959.79
84,4-Aug-01,4:35:00 PM,370924,70005.96
84,5-Aug-01,10:10:00 AM,372459,69575.71
84,5-Aug-01,10:40:00 AM,371779,69873.79
84,5-Aug-01,11:10:00 AM,371376,69995.22
84,5-Aug-01,12:10:00 PM,372991,69616.3
84,5-Aug-01,1:40:00 PM,373154,69271.03
84,5-Aug-01,2:10:00 PM,372543,69789.48
84,5-Aug-01,2:40:00 PM,372492,69722.27
84,5-Aug-01,3:10:00 PM,372234,69843.9
84,5-Aug-01,4:10:00 PM,372261,69805.34
84,7-Aug-01,4:40:00 PM,373049,68985.1
84,7-Aug-01,5:10:00 PM,373124,68951.82
84,9-Aug-01,10:40:00 AM,373151,69164.01
84,9-Aug-01,12:10:00 PM,371714,69789.56
84,9-Aug-01,12:40:00 PM,372380,69444.91
84,9-Aug-01,1:40:00 PM,372431,69344.54
84,9-Aug-01,2:10:00 PM,372685,69681.32
84,9-Aug-01,3:10:00 PM,372913,69724.23
84,9-Aug-01,3:40:00 PM,373225,69137.19
84,9-Aug-01,4:10:00 PM,373206,69873.16
84,9-Aug-01,4:40:00 PM,373000,69518.26
84,9-Aug-01,5:10:00 PM,373137,69484.28
84,10-Aug-01,2:50:00 PM,372219,70001.87
84,10-Aug-01,3:10:00 PM,372464,70437.87
84,11-Aug-01,9:10:00 AM,370449,70155.41
84,11-Aug-01,9:40:00 AM,373117,69589.48
84,14-Aug-01,7:50:00 AM,372543,69789.48
84,14-Aug-01,8:10:00 AM,372841,69911.5
84,14-Aug-01,8:40:00 AM,372449,69693.71
84,14-Aug-01,10:40:00 AM,372492,69683.77
84,14-Aug-01,11:10:00 AM,372480,69800.63
84,18-Aug-01,2:40:00 PM,371911,69585.29
84,18-Aug-01,3:10:00 PM,372053,69754.52
84,18-Aug-01,5:10:00 PM,372614,69359.74
84,19-Aug-01,8:40:00 AM,372646,70344.9
84,19-Aug-01,9:40:00 AM,372492,70517.4
84,21-Aug-01,6:15:00 AM,372183,69852.92
84,21-Aug-01,8:10:00 AM,372623,69775.41
84,21-Aug-01,8:40:00 AM,372868,69864.86
84,21-Aug-01,9:10:00 AM,372896,69816.97
84,21-Aug-01,9:40:00 AM,372841,69911.5
84,21-Aug-01,10:10:00 AM,373561,69947.38
84,21-Aug-01,11:10:00 AM,370852,70136.84
84,21-Aug-01,11:40:00 AM,372300,70102.43
84,21-Aug-01,12:10:00 PM,372492,70095.7
49,6-Jul-01,4:30:00 PM,372338,70237.14167
49,6-Jul-01,5:00:00 PM,372586,70399.92512
49,10-Jul-01,7:40:00 AM,372837,69513.34729
49,10-Jul-01,8:00:00 AM,372833,69327.99219
49,10-Jul-01,8:30:00 AM,372905,69588.47226
49,10-Jul-01,9:00:00 AM,372084,69808.99057
49,10-Jul-01,11:00:00 AM,374599,69577.5489
49,12-Jul-01,8:00:00 AM,373363,69316.48301
49,12-Jul-01,8:30:00 AM,372899,68601.20701
49,12-Jul-01,9:00:00 AM,372757,68631.97777
49,12-Jul-01,9:30:00 AM,372592,69095.3391
49,12-Jul-01,10:00:00 AM,373814,68029.4473
49,12-Jul-01,10:30:00 AM,373448,69292.2249
49,12-Jul-01,12:00:00 PM,372283,69326.48884
49,14-Jul-01,7:30:00 AM,371774,69772.17669
49,14-Jul-01,8:00:00 AM,372295,69586.75807
49,14-Jul-01,8:30:00 AM,374128,68264.67659
49,14-Jul-01,9:00:00 AM,372492,69233.13354
49,14-Jul-01,9:30:00 AM,372238,69496.44941
49,14-Jul-01,10:30:00 AM,371347,69743.08236
49,14-Jul-01,11:00:00 AM,372427,69584.96773
49,21-Jul-01,2:00:00 PM,372492,69644.96771
49,21-Jul-01,3:30:00 PM,372360,69892.28794
49,21-Jul-01,4:00:00 PM,372415,70027.52173
49,21-Jul-01,4:30:00 PM,372360,69892.28794
49,23-Jul-01,3:05:00 PM,372520,69716.33791
49,23-Jul-01,3:35:00 PM,373445,70009.00932
49,23-Jul-01,4:05:00 PM,373373,69749.86013
49,25-Jul-01,2:40:00 PM,372197,69785.01571
49,25-Jul-01,3:05:00 PM,371900,69902.78922
49,25-Jul-01,3:35:00 PM,372633,69853.8985
49,25-Jul-01,4:05:00 PM,372516,69832.37566
49,25-Jul-01,5:05:00 PM,372418,69811.48475
49,25-Jul-01,5:35:00 PM,371864,69909.17116
49,25-Jul-01,5:55:00 PM,371860,69883.38079
49,30-Jul-01,7:05:00 AM,372321,69828.6377
49,30-Jul-01,7:35:00 AM,372318,69863.81741
49,30-Jul-01,8:05:00 AM,372511,69983.57052
49,30-Jul-01,8:35:00 AM,372382,69994.88028
49,30-Jul-01,9:05:00 AM,372932,69811.86099
49,30-Jul-01,9:35:00 AM,372887,69773.6701
49,30-Jul-01,10:35:00 AM,371946,69950.38262
49,30-Jul-01,11:05:00 AM,371864,69988.1779
49,30-Jul-01,2:35:00 PM,371729,69980.97991
49,1-Aug-01,2:05:00 PM,372769,69663.41278
49,1-Aug-01,2:35:00 PM,372866,69364.52821
49,1-Aug-01,3:05:00 PM,372884,69310.41464
49,1-Aug-01,4:05:00 PM,372971,69330.46983
49,1-Aug-01,4:35:00 PM,372917,69347.96363
49,1-Aug-01,5:05:00 PM,372920,69197.7662
49,2-Aug-01,8:35:00 AM,372492,69760.48205
49,2-Aug-01,9:05:00 AM,373188,69259.88549
49,2-Aug-01,9:35:00 AM,372288,69552.56776
49,2-Aug-01,10:05:00 AM,372040,69818.50101
49,2-Aug-01,11:05:00 AM,372821,69740.41183
49,5-Aug-01,10:05:00 AM,372560,69546.88189
49,5-Aug-01,10:35:00 AM,372162,69920.06383
49,5-Aug-01,11:05:00 AM,371543,69945.0649
49,5-Aug-01,11:35:00 AM,372156,69793.81572
49,5-Aug-01,12:05:00 PM,372633,69853.8985
49,5-Aug-01,12:35:00 PM,373090,69693.05415
49,5-Aug-01,1:05:00 PM,373065,69697.41192
49,5-Aug-01,1:35:00 PM,374039,69122.70994
49,5-Aug-01,2:05:00 PM,373031,69411.95
49,5-Aug-01,2:35:00 PM,372678,69640.8467
49,5-Aug-01,3:05:00 PM,372211,69782.12075
49,7-Aug-01,4:35:00 PM,373314,68480.70007
49,7-Aug-01,5:05:00 PM,372839,69737.33322
49,7-Aug-01,5:35:00 PM,373204,68916.04886
49,9-Aug-01,10:35:00 AM,373227,68785.61105
49,9-Aug-01,12:05:00 PM,371743,69930.49515
49,9-Aug-01,12:35:00 PM,372197,69785.01571
49,9-Aug-01,1:05:00 PM,372255,69738.61983
49,9-Aug-01,1:35:00 PM,372530,69791.7454
49,9-Aug-01,2:05:00 PM,372547,69468.21849
49,9-Aug-01,2:35:00 PM,372357,69822.20207
49,9-Aug-01,3:05:00 PM,372823,69696.12137
49,9-Aug-01,3:35:00 PM,373137,69484.2853
49,9-Aug-01,4:35:00 PM,373026,69511.90213
49,9-Aug-01,5:05:00 PM,372928,69489.06034
49,10-Aug-01,2:50:00 PM,370390,67151.32073
49,10-Aug-01,3:05:00 PM,371180,68952.13216
49,10-Aug-01,4:05:00 PM,373483,69623.7813
49,11-Aug-01,9:05:00 AM,370942,70041.67955
49,11-Aug-01,9:35:00 AM,373285,69500.70762
49,14-Aug-01,7:45:00 AM,372592,69701.01009
49,14-Aug-01,8:05:00 AM,372894,69727.63834
49,14-Aug-01,8:35:00 AM,372439,69503.29289
49,14-Aug-01,10:35:00 AM,372418,69811.48475
49,14-Aug-01,11:05:00 AM,372492,69722.27084
49,18-Aug-01,2:05:00 PM,371908,69818.77308
49,18-Aug-01,2:35:00 PM,371896,69560.81132
49,18-Aug-01,3:05:00 PM,372030,69879.88129
49,18-Aug-01,5:05:00 PM,372878,69455.68226
49,18-Aug-01,5:25:00 PM,372661,69560.70356
49,19-Aug-01,8:35:00 AM,372662,70382.92112
49,19-Aug-01,9:05:00 AM,372529,70499.17357
49,19-Aug-01,9:35:00 AM,372533,70558.34476
49,21-Aug-01,6:15:00 AM,372321,69828.6377
49,21-Aug-01,7:35:00 AM,370724,70139.86553
49,21-Aug-01,8:05:00 AM,372298,70035.67574
49,21-Aug-01,8:35:00 AM,372913,69724.23708
49,21-Aug-01,9:05:00 AM,372888,69906.59275
49,21-Aug-01,9:35:00 AM,372829,69955.76426
49,21-Aug-01,10:05:00 AM,374056,69719.02899
49,21-Aug-01,11:05:00 AM,371607,70084.00036
49,21-Aug-01,11:35:00 AM,372110,69927.3581
49,21-Aug-01,12:05:00 PM,372377,69925.08954
28,23-Jul-01,3:30:00 PM,371613,69723.97471
28,23-Jul-01,4:00:00 PM,371896,69560.81132
28,23-Jul-01,5:00:00 PM,371186,70014.33293
28,25-Jul-01,2:05:00 PM,371649,69947.0683
28,25-Jul-01,3:00:00 PM,370561,70175.08767
28,25-Jul-01,4:00:00 PM,370637,70121.19607
28,25-Jul-01,4:30:00 PM,371162,70005.01732
28,25-Jul-01,5:30:00 PM,371647,69855.6024
28,25-Jul-01,5:50:00 PM,371016,70036.02576
28,30-Jul-01,7:30:00 AM,370648,70123.62891
28,30-Jul-01,11:00:00 AM,370781,70057.05772
28,30-Jul-01,11:30:00 AM,370998,69971.66552
28,30-Jul-01,12:00:00 PM,370868,70049.91783
28,30-Jul-01,2:30:00 PM,370466,70158.40199
28,1-Aug-01,2:30:00 PM,370543,70101.21118
28,1-Aug-01,4:00:00 PM,370462,70157.68512
28,2-Aug-01,9:30:00 AM,371960,69470.27922
28,2-Aug-01,10:00:00 AM,370694,70033.78746
28,2-Aug-01,11:00:00 AM,370731,70109.00488
28,4-Aug-01,3:00:00 PM,370538,70100.20452
28,4-Aug-01,3:30:00 PM,370631,70051.57599
28,4-Aug-01,4:00:00 PM,370699,70068.61245
28,4-Aug-01,4:25:00 PM,371214,69836.10512
28,5-Aug-01,10:00:00 AM,371961,69835.2598
28,5-Aug-01,10:30:00 AM,371743,69930.49515
28,5-Aug-01,11:00:00 AM,371488,69935.75908
28,5-Aug-01,11:30:00 AM,371530,69842.12219
28,5-Aug-01,12:00:00 PM,371256,70016.34114
28,5-Aug-01,2:30:00 PM,370841,70073.22568
28,5-Aug-01,4:00:00 PM,370807,70095.53607
28,7-Aug-01,3:30:00 PM,370435,70152.84119
28,7-Aug-01,5:00:00 PM,370440,70153.79397
28,7-Aug-01,5:30:00 PM,370429,70151.81017
28,9-Aug-01,11:00:00 AM,371225,69897.70968
28,9-Aug-01,1:30:00 PM,371513,69804.21379
28,9-Aug-01,2:00:00 PM,371118,69932.45826
28,9-Aug-01,4:00:00 PM,371530,69708.42541
28,9-Aug-01,4:30:00 PM,371562,69788.46894
28,9-Aug-01,5:00:00 PM,371654,69991.5426
28,10-Aug-01,2:45:00 PM,370221,70356.81776
28,10-Aug-01,3:30:00 PM,370353,70176.88713
28,10-Aug-01,4:00:00 PM,369908,70334.9571
28,10-Aug-01,4:30:00 PM,370312,70131.27182
28,11-Aug-01,10:00:00 AM,371054,70075.83833
28,11-Aug-01,11:00:00 AM,370466,70158.40199
28,14-Aug-01,7:40:00 AM,370917,70122.97973
28,14-Aug-01,8:00:00 AM,371073,69998.92761
28,16-Aug-01,8:30:00 AM,370459,70157.03742
28,16-Aug-01,10:00:00 AM,370444,70154.54565
28,18-Aug-01,2:30:00 PM,374317,69190.0717
28,18-Aug-01,3:00:00 PM,370449,70155.41904
28,18-Aug-01,4:00:00 PM,370996,70029.32262
28,18-Aug-01,5:20:00 PM,371911,69585.29506
28,19-Aug-01,10:30:00 AM,372130,70515.64
28,19-Aug-01,11:00:00 AM,372746,70472.59
